atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,DS,FC,FS,SG,FD,FF,I,FT,G,V,A,DE,GS,CA,PP,PS,CV,DP,GC,PC,clube_nome
150966,Nasrullaev,2,3061,2.4,True,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,Uzbequistão
150967,Khamdamov,4,3061,2.6,True,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,Uzbequistão
150968,Urozov,3,3061,1.5,True,1.0,,,,,,,,,,,,,,,,,,,,Uzbequistão
150978,Thomas-Asante,5,2375,0.5,True,,,1.0,,,,,,,,,,,,,,,,,,Gana
150979,Yassine,5,2332,8.2,True,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,Marrocos
150983,Mbokazi,3,2358,11.0,True,4.0,,,1.0,,,,,,,,,,,,,,,,,África do Sul
150984,Mofokeng,4,2358,3.1,True,1.0,,,,,2.0,,,,,,,,,,,,,,,África do Sul
150986,Okon,3,2358,6.5,True,1.0,,,1.0,,,,,,,,,,,,,,,,,África do Sul
150988,Mbatha,4,2358,4.7,True,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,África do Sul
150990,Moremi,4,2358,6.7,True,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,África do Sul
151023,Belaïd,3,2338,-0.1,True,,,,,,,1.0,,,,,,,,,,,,,,Argélia
151027,Belghali,2,2338,11.8,True,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,Argélia
151029,Benbot,1,2338,-1.2,True,,,1.0,,,,,,,,,1.0,3.0,,,,,,,,Argélia
151030,Chergui,2,2338,0.0,True,,,,,,,,,,,,,,,,,,,,,Argélia
151035,Yengi,5,2333,1.2,True,,,,,1.0,,,,,,,,,,,,,,,,Austrália
151036,Herrington,3,2333,6.2,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,Austrália
151038,Okon-Engstler,4,2333,0.0,True,,,,,,,,,,,,,,,,,,,,,Austrália
151039,Beach,1,2333,7.6,True,,,,1.0,,,,,,,,2.0,,,,,,,,,Austrália
151061,Jamous,4,3231,-0.3,True,,1.0,,,,,,,,,,,,,,,,,,,Jordânia
151062,Odeh Fakhoury,5,3231,0.1,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,Jordânia
151063,Azaizeh,5,3231,4.3,True,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,Jordânia
151065,Abu Dahab,3,3231,1.2,True,1.0,1.0,,,,,,,,,,,,,,,,,,,Jordânia
