atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
El Mourabet,E. Mourabet,130690,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_xkT7xvZ.png,4,0.5,Samir El Mourabet,0.0,4,2.93,4,el-mourabet,6,-0.45,,,,,,1.0,,,,1.0,,,,,,,,,,
Khamrobekov,Khamrobekov,130873,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_4kxHPkz.png,2,-0.4,Odildzhon Khamrobekov - Odiljon Hamrobekov / Xamrobekov,0.0,4,1.84,4,khamrobekov,6,0.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,
Sayfiev,Sayfiev,130874,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_iYjB3fC.png,0,0.0,Farrukh Sayfiev,0.0,2,2.0,4,sayfiev,6,0.0,,,,,,,,,,,,,,,,,,,,
Jiyanov,Jiyanov,130881,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/18/photo_FORMATO_EiSosl2.png,1,1.5,Ruslanbek Yiyanov - Ruslan Zhiyanov,0.0,5,2.14,4,jiyanov,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Gonzalo Valle,G. Valle,130937,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_6ZZdXnf.png,0,0.0,Gonzalo Roberto Valle Bustamante,0.0,1,3.0,4,gonzalo-valle,6,0.0,,,,,,,,,,,,,,,,,,,,
Arce,Arce,131280,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_u6vc0Jn.png,2,0.85,Álex Adrián Arce Barrios,0.0,5,3.22,4,arce,6,0.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
Rahimi,Rahimi,131501,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_XosedGk.png,4,4.4,Soufiane Rahimi - Souane,2.2,5,8.08,4,rahimi,6,-1.38,1.0,,,,,1.0,3.0,1.0,1.0,4.0,,1.0,,,,,,,,
Choinière,Choinière,131628,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_8oo8yir.png,1,1.7,Mathieu Choinière,0.0,4,3.05,4,choiniere,6,0.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
Saliba,Saliba,131629,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_mS8dpJI.png,1,10.4,Nathan-Dylan Saliba,0.0,4,6.91,4,saliba,7,0.0,1.0,,,,,4.0,2.0,,,,,,,,,,,,,
Chytil,Chytil,131638,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_RBEyClw.png,1,0.0,Mojmír Chytil,0.0,5,4.04,4,chytil,6,0.0,,,,,,,,,,,,,,,,,,,,
Doudera,Doudera,131642,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_aGPzGSd.png,1,5.2,David Douděra,0.0,2,5.09,4,doudera,6,0.0,,,,,,1.0,,,4.0,1.0,,,,,,,,,,
El Hadji Diouf,E. Diouf,131651,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_vVu0EmC.png,3,0.3,El Hadji Malick Diouf,0.0,2,3.93,4,el-hadji-diouf,6,-0.4,,,,,,1.0,2.0,,,,,,,,,,,,,
Portilla,Portilla,131832,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_9uGKmwZ.png,0,0.0,Juan Camilo Portilla Orozco,0.0,4,4.0,4,portilla,6,0.0,,,,,,,,,,,,,,,,,,,,
Viktor Johansson,V. Johansson,131883,Suécia,2368,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_yPatNZR.png,0,0.0,Viktor Tobias Johansson,0.0,1,3.0,4,viktor-johansson,6,0.0,,,,,,,,,,,,,,,,,,,,
Bombito,Bombito,132426,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_UtTFDNW.png,0,0.0,Moïse Bombito Lumpungu,0.0,3,4.0,4,bombito,7,0.0,,,,,,,,,,,,,,,,,,,,
Bajraktarevic,Bajraktarevic,132480,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Xs0s5dw.png,3,2.3,Esmir Bajraktarević,1.2,4,5.92,4,bajraktarevic,6,-0.43,,,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,
Berhalter,Berhalter,132652,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_AzPA06U.png,4,4.15,Sebastian Matthew Berhalter,0.0,4,5.75,4,berhalter,6,-1.67,1.0,1.0,,,,2.0,3.0,,,5.0,,1.0,,,,,,,,
Ahmed,Ahmed,132653,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_7PDdXZ3.png,2,2.6,Ali Ahmed,0.0,4,4.15,4,ahmed,6,0.0,,,,,,2.0,,1.0,,2.0,,,,,,,,,,
Guillermo Martínez,G. Martínez,132762,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_sKE6mjy.png,1,1.1,Guillermo Martínez Ayala,0.0,5,5.29,4,guillermo-martinez,6,0.0,,,,,,1.0,3.0,,,1.0,,,,,,,,,,
Israel Reyes,I. Reyes,132767,México,2360,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_LDGQ3Hj.png,3,6.27,Israel Reyes Romero,5.0,2,6.08,4,israel-reyes,6,0.32,,,,,,2.0,,,1.0,,,,,,,,,,3.0,
Tala Rangel,T. Rangel,132768,México,2360,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_fPNf3RN.png,3,7.17,José Raúl Rangel Aguilar,7.6,1,8.8,4,tala-rangel,7,0.92,,,,5.0,,,,,,,,,,,,,,,3.0,
Arfsten,Arfsten,132878,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_KsrIVvT.png,0,0.0,Maximilian Michael Arfsten,0.0,2,5.0,4,arfsten,6,0.0,,,,,,,,,,,,,,,,,,,,
Bazdar,Bazdar,132909,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_1Ze6VD3.png,1,0.2,Samed Baždar,0.0,5,2.49,4,bazdar,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Keller,Keller,132914,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_6LsPxXb.png,0,0.0,Marvin Keller,0.0,1,3.0,4,keller,6,0.0,,,,,,,,,,,,,,,,,,,,
Sigur,Sigur,133026,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_e1Wc2Vf.png,0,0.0,Niko Kristian Sigur,0.0,2,3.0,4,sigur,6,0.0,,,,,,,,,,,,,,,,,,,,
Fruk,Fruk,133029,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_rkSqR5E.png,0,0.0,Toni Fruk,0.0,5,6.0,4,fruk,6,0.0,,,,,,,,,,,,,,,,,,,,
Petar Sucic,P. Sucic,133035,Croácia,2379,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_kzdg60F.png,3,6.47,Petar Sučić,0.7,4,7.97,4,petar-sucic,7,-1.17,1.0,,,,,2.0,5.0,1.0,1.0,6.0,,1.0,,,1.0,,,,,
Matanovic,Matanovic,133036,Croácia,2379,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_qxtJ6aA.png,3,2.13,Igor Matanović,1.4,5,4.56,4,matanovic,6,-0.22,,,,,,2.0,4.0,2.0,1.0,3.0,,,,,1.0,,,,,
Marco Pasalic,M. Pasalic,133040,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_lQuA1wx.png,2,1.3,Marco Pašalić,0.0,5,3.46,4,marco-pasalic,6,0.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,
McKenzie,McKenzie,133063,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_gMB846p.png,1,0.2,Mark Alexander McKenzie,0.0,3,4.16,4,mckenzie,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Prass,Prass,133123,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_owaR994.png,2,0.0,Alexander Prass,0.0,2,2.88,4,prass,6,-0.36,,,,,,,,,,,,,,,,,,,,
De Cuyper,D. Cuyper,133146,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_vFTdmgk.png,4,3.5,Maxim Peter De Cuyper,0.6,2,5.9,4,de-cuyper,7,-0.67,,1.0,,,,2.0,5.0,6.0,1.0,1.0,,,,,,,,,1.0,
Uzun,Uzun,133210,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_220x220_Hz45L12.png,2,1.25,Can Yılmaz Uzun - Yilmaz,0.0,4,5.5,4,uzun,6,0.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
Aydin,Aydin,133211,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_vRFvu7F.png,1,11.5,Oğuz Aydın - Oguz,0.0,5,6.48,4,aydin,6,0.0,,,,,,7.0,,,,2.0,,,,,,,,,,
Sergej Barbarez,S. Barbarez,133259,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_8j8YlRq.png,3,4.18,Sergej Barbarez,2.6,6,5.9,4,sergej-barbarez,6,-0.2,,,,,,,,,,,,,,,,,,,,1.0
Mujakic,Mujakic,133260,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_KHRLJXz.png,0,0.0,Nihad Mujakić,0.0,3,2.0,4,mujakic,6,0.0,,,,,,,,,,,,,,,,,,,,
Muharemovic,Muharemovic,133261,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_kvcwN6n.png,2,4.35,Tarik Muharemović,3.2,3,6.8,4,muharemovic,6,0.05,,,,,,5.0,2.0,,1.0,2.0,,,,,,,,,,
Gigovic,Gigovic,133264,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_dU3eUMs.png,2,2.0,Armin Gigović,0.5,4,3.31,4,gigovic,6,-0.32,,,,,,2.0,,,,2.0,,,,,,,,,,
Tabakovic,Tabakovic,133266,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_GrCWTJv.png,1,0.0,Haris Tabaković,0.0,5,6.0,4,tabakovic,6,-1.0,,,,,,,,,,,,,,,,,,,,
Hranác,Hranác,133318,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_BHqDPDO.png,2,0.0,Robin Hranáč,0.0,3,3.44,4,hranac,6,0.0,,,,,,1.0,5.0,,,,,,,,,,,,,
Sulc,Sulc,133319,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_GDQtQYJ.png,2,1.2,Pavel Šulc,0.0,4,6.84,4,sulc,6,0.0,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,
Cerv,Cerv,133320,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_xwNMDnw.png,1,4.4,Lukáš Červ - Lukás,0.0,4,4.81,4,cerv,6,0.0,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,
Oluwaseyi,Oluwaseyi,133451,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_QnAMNy5.png,2,2.7,Tanitoluwa Oluwatimikhin Oluwaseyi - Tani Oluwatimilehin,0.0,5,5.57,4,oluwaseyi,7,0.0,,,,,,2.0,,1.0,1.0,1.0,,,,,1.0,,,,,
Acevedo,Acevedo,133523,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_fbq25O1.png,0,0.0,Carlos Acevedo López,0.0,1,3.0,4,acevedo,6,0.0,,,,,,,,,,,,,,,,,,,,
Córdoba,Córdoba,133546,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_eR24Bpz.png,1,1.5,José Ángel Córdoba Chambers,0.0,3,3.8,4,cordoba,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Yanis,Yanis,133547,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_yrMv5FP.png,0,0.0,César Augusto Yanis Velasco,0.0,4,2.0,4,yanis,6,0.0,,,,,,,,,,,,,,,,,,,,
Samudio,Samudio,133548,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_dXmY5kJ.png,0,0.0,César Jair Samudio Murillo,0.0,1,2.0,4,samudio,6,0.0,,,,,,,,,,,,,,,,,,,,
Darren Bazeley,D. Bazeley,133986,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_qWxOIXC.png,3,3.45,Darren Shaun Bazeley,0.0,6,3.55,4,darren-bazeley,6,0.0,,,,,,,,,,,,,,,,,,,,
Surman,Surman,133987,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO.png,3,2.93,Finn Surman,0.0,3,3.33,4,surman,6,0.0,,,,,,1.0,4.0,,,1.0,,1.0,,,,,,,,
Randall,Randall,133988,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_JXMPmBr.png,3,0.43,Jesse Carmichael Randall,0.0,5,2.05,4,randall,6,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,
Bindon,Bindon,133990,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_HRx7xUC.png,3,1.13,Tyler Grant Bindon,0.0,3,2.54,4,bindon,6,0.0,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
Fayzullaev,Fayzullaev,134316,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_zk1MplO.png,2,5.25,Abbosbek Faizullaev,0.0,4,6.28,4,fayzullaev,6,0.0,,,,,,6.0,5.0,1.0,1.0,2.0,,,,,,,,,,
Nematov,Nematov,134318,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Ne7TJ9Q.png,2,-2.9,Abduvokhid Nematov - Abduvohid / Abduvakhid,0.0,1,0.58,4,nematov,6,0.0,,,,4.0,,,,,,,,,1.0,8.0,,,,,,
Saber,Saber,134353,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_2ELNEtd.png,1,8.5,Mahmoud Saber Abdelmohsen,0.0,4,7.06,4,saber,6,0.0,,1.0,,,,,2.0,,2.0,1.0,,1.0,,,,,,,,
Abdelmaguid,Abdelmaguid,134369,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_icwbHpR.png,2,0.6,Hossam Abdelmaguid Abdelsalam - Abdelmegeed,1.2,3,2.49,4,abdelmaguid,5,0.06,,,,,,1.0,1.0,,,,,,,,,,,,,
Saadoon,Saadoon,134492,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_OadCyZw.png,1,0.9,Mustafa Saadoon Abbood Al-Korji - Saadoun,0.0,2,1.93,4,saadoon,6,0.0,,,,,,1.0,2.0,,,,,,,,,,,,,
Maknzi,Maknzi,134499,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/07/photo_FORMATO_5z5blQm.png,1,1.5,Ahmed Hassan Maknazi - Mackenzie,0.0,2,2.16,4,maknzi,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Bergvall,Bergvall,134547,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_cNkjTPh.png,4,2.13,Lucas Erik Holger Bergvall,1.9,4,5.76,4,bergvall,7,-0.09,1.0,1.0,,,,2.0,7.0,,2.0,4.0,,,,,,,,,,
Irankunda,Irankunda,134625,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_0ErA6ca.png,4,3.57,Nestory Irankunda,4.0,5,5.52,4,irankunda,6,0.52,,,,,,2.0,4.0,1.0,1.0,5.0,,1.0,,,,,,,,
Ouédraogo,Ouédraogo,134638,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_KYQZ6gY.png,0,0.0,Forzan Assan Ouédraogo,0.0,4,5.0,4,ouedraogo,6,0.0,,,,,,,,,,,,,,,,,,,,
Bayliss,Bayliss,136084,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uvcL6gn.png,0,0.0,Lachlan Ryan Bayliss,0.0,4,2.0,4,bayliss,6,0.0,,,,,,,,,,,,,,,,,,,,
Burgess,Burgess,137111,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_jgOh1Et.png,2,1.75,Cameron Robert Burgess,0.0,3,3.02,4,burgess,6,0.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,
Hirst,Hirst,137120,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_220x220_VTItosa.png,0,0.0,George David Eric Hirst,0.0,5,6.0,4,hirst,6,0.0,,,,,,,,,,,,,,,,,,,,
Livramento,Livramento,137282,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_7SpuhqV.png,3,0.17,Dailon Rocha Livramento do Rosário,-0.7,5,1.99,4,livramento,6,-0.4,,,,,,,2.0,,1.0,1.0,,,,,2.0,,,,,
Mukau,Mukau,138236,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_jfFNfrp.png,3,1.27,Ngal'ayel Mukau - Ngalayel,1.5,4,2.63,4,mukau,6,-0.03,,,,,,2.0,3.0,,1.0,2.0,,,,,1.0,,,,,
Fernández-Pardo,Fernández-Pardo,138239,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_LUO4JSN.png,3,1.03,Matías Fernández-Pardo Picogna,0.0,5,4.74,4,fernandez-pardo,6,0.0,,,,,,1.0,,,2.0,,,,,,,,,,,
Mbaye,Mbaye,138531,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/17/photo_FORMATO_8QpAwnO.png,4,3.4,Ibrahim M'baye,5.1,5,5.89,4,mbaye,6,0.8,,,,,,2.0,,,2.0,2.0,,1.0,,,,,,,,
Malic,Malic,138567,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_dCmVZNc.png,1,0.2,Arjan Malić,0.0,2,2.52,4,malic,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Hadj Moussa,H. Moussa,138584,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_92fc1h4.png,3,0.6,Anis Hadj-Moussa,0.5,5,4.67,4,hadj-moussa,6,-0.43,,,,,,,,,1.0,2.0,,,,,,,,,,
Seys,Seys,138658,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_S9f4Yt1.png,0,0.0,Joaquin Ronny Seys,0.0,2,4.0,4,seys,6,0.0,,,,,,,,,,,,,,,,,,,,
Manaf Younis,M. Younis,138786,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_cF282an.png,1,1.5,Manaf Younus Hashim Al-Tekreeti - Munaf,0.0,3,2.16,4,manaf-younis,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Salah-Eddine,Salah-Eddine,138903,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_MirsmGD.png,3,1.53,Anass Salah Eddine,-0.1,2,3.91,4,salah-eddine,6,-0.76,,,,,,3.0,3.0,,,2.0,,,,,,,,,,
Brown,Brown,138949,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_qbGg6bh.png,3,8.0,Nathaniel Christopher Brown,2.9,2,9.66,4,brown,6,-0.13,1.0,,,,,7.0,4.0,1.0,,1.0,,1.0,,,,,,,,
Shukurov,Shukurov,139016,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_hZ3XMxQ.png,2,2.75,Otabek Shukurov,0.0,4,3.59,4,shukurov,6,0.0,,,,,,2.0,2.0,,2.0,3.0,,,,,,,,,,
Gül,Gül,139069,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_xngxBvW.png,2,0.7,Deniz Daniel Gül,0.0,5,3.76,4,gul,6,0.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,
Zlomislic,Zlomislic,139288,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_eibtuHt.png,0,0.0,Martin Zlomislić,0.0,1,3.0,4,zlomislic,6,0.0,,,,,,,,,,,,,,,,,,,,
Ricardo Velho,R. Velho,139292,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_xgTOgEj.png,0,0.0,Mário Ricardo da Silva Velho,0.0,1,4.0,4,ricardo-velho,6,0.0,,,,,,,,,,,,,,,,,,,,
Thakri,Thakri,139646,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_hIFYKq7.png,0,0.0,Jehad Abdullatif Ahmed Thikri - Jihad Zikri,0.0,3,3.0,4,thakri,6,0.0,,,,,,,,,,,,,,,,,,,,
Abu Al-Shamat,A. Al-Shamat,139653,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_7XJ0ymT.png,3,4.03,Mohammed Waheeb Saeed Aboulshamat / Alshamat,0.0,2,4.98,4,abu-al-shamat,6,0.0,,,,,,4.0,2.0,1.0,,1.0,,,,,,,,,1.0,
Sbaï,Sbaï,139677,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/11/photo_220x220_kOcVKYa.png,0,0.0,Mohamed Amine Sbaï,0.0,5,3.0,4,sbai,6,0.0,,,,,,,,,,,,,,,,,,,,
Langaas,Langaas,140176,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_3lLPaOd.png,1,0.0,Sondre Klingen Langås - Langas,0.0,3,2.45,4,langaas,6,0.0,,,,,,,,,,,,,,,,,,,,
Heggem,Heggem,140177,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_NRCStCq.png,3,1.8,Torbjørn Lysaker Heggem - Torbjörn,4.2,3,4.4,4,heggem,7,0.67,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
Sunjic,Sunjic,140193,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_nj8z80L.png,3,1.4,Ivan Šunjić,2.4,4,3.45,4,sunjic,6,0.22,,,,,,3.0,5.0,1.0,,,,,,,,,,,,
Muheim,Muheim,140208,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_drrHb6x.png,1,-3.0,Miro Max Maria Muheim,0.0,2,2.19,4,muheim,5,0.0,,,,,,,,,,,,,1.0,,,,,,,
Al-Ganehi,Al-Ganehi,140386,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_7gzvZWA.png,1,0.5,Ahmed Mohamed Hussein Kassim Al Janhi - Janahi,0.0,5,3.44,4,al-ganehi,6,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,
Al-Oui,Al-Oui,140443,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_5j8NJSS.png,1,1.2,Ayoub Mohamed Al-Ouwi - Ayub Al Alawi / Aloui,0.0,2,2.84,4,al-oui,6,0.0,,,,,,1.0,1.0,,,,,,,,,,,,,
Miroslav Koubek,M. Koubek,140562,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_Sh6G5Z2.png,2,2.97,Miroslav Koubek,0.0,6,4.35,4,miroslav-koubek,6,0.0,,,,,,,,,,,,,,,,,,,,
Wiegele,Wiegele,140565,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uOrTqlD.png,0,0.0,Florian Wiegele,0.0,1,3.0,4,wiegele,6,0.0,,,,,,,,,,,,,,,,,,,,
Sojka,Sojka,140568,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_IWQbqxA.png,2,2.5,Alexandr Sojka,0.0,4,3.44,4,sojka,6,0.0,,,,,,3.0,,,,1.0,,,,,,,,,,
Adu,Adu,140573,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_cae7nC0.png,1,-0.3,Prince Kwabena Adu,0.0,5,3.13,4,adu,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Muñoz,Muñoz,140727,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_PjEQiIx.png,0,0.0,Víctor Muñoz Villanueva,0.0,5,6.0,4,munoz,6,0.0,,,,,,,,,,,,,,,,,,,,
Gilberto Mora,G. Mora,141486,México,2360,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_zj3l2lE.png,3,1.67,Gilberto Rafael Mora Zambrano,4.8,4,6.08,4,gilberto-mora,7,0.54,,,,,,2.0,1.0,,1.0,3.0,,,,,,,,,,
Raskin,Raskin,141669,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_220x220_xvJIM9o.png,4,1.9,Nicolas Thierry Raskin,-0.1,4,4.3,4,raskin,6,-0.83,1.0,,,,,2.0,4.0,,1.0,,,,,,,,,,,
