atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Sithole,Sithole,130459,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_rL3RBD1.png,1,-3.9,Sphephelo S'miso Sithole - Yaya Smiso,0.0,4,1.07,2,sithole,7,0.0,,,1.0,,,3.0,,,,,,,,,,,,,
Appollis,Appollis,130460,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_ku1uBR0.png,1,1.5,Oswin Reagan Appollis,0.0,4,5.36,2,appollis,7,0.0,,,,,1.0,,,,,,,,,,,,,,
Adams,Adams,130461,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_PBhzyQL.png,1,1.5,Jayden Oswin Adams,0.0,4,2.94,2,adams,7,0.0,,,,,1.0,,,,,,,,,,,,,,
Maseko,Maseko,130462,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_FWmGnGy.png,0,0.0,Thapelo Maseko,0.0,5,4.0,2,maseko,7,0.0,,,,,,,,,,,,,,,,,,,
Emerse Faé,E. Faé,130531,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_PTcb1Wl.png,2,5.8,Emerse Faé,4.01,6,5.17,2,emerse-fae,7,0.12,,,,,,,,,,,,,,,,,,,1.0
El Mourabet,E. Mourabet,130690,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_xkT7xvZ.png,2,0.25,Samir El Mourabet,0.0,4,3.53,2,el-mourabet,6,-0.68,,,,,,,,,1.0,,,,,,,,,,
Khamrobekov,Khamrobekov,130873,Uzbequistão,3061,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_4kxHPkz.png,1,-0.8,Odildzhon Khamrobekov - Odiljon Hamrobekov / Xamrobekov,-0.8,4,2.15,2,khamrobekov,7,-0.85,,1.0,,,,1.0,,,1.0,,,,,,,,,,
Sayfiev,Sayfiev,130874,Uzbequistão,3061,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_iYjB3fC.png,0,0.0,Farrukh Sayfiev,0.0,2,2.0,2,sayfiev,6,0.0,,,,,,,,,,,,,,,,,,,
Jiyanov,Jiyanov,130881,Uzbequistão,3061,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/18/photo_FORMATO_EiSosl2.png,1,1.5,Ruslanbek Yiyanov - Ruslan Zhiyanov,1.5,5,2.14,2,jiyanov,6,0.14,,,,,1.0,,,,,,,,,,,,,,
Gonzalo Valle,G. Valle,130937,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_6ZZdXnf.png,0,0.0,Gonzalo Roberto Valle Bustamante,0.0,1,3.0,2,gonzalo-valle,6,0.0,,,,,,,,,,,,,,,,,,,
Arce,Arce,131280,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_u6vc0Jn.png,1,1.7,Álex Adrián Arce Barrios,0.0,5,3.82,2,arce,6,0.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,
Rahimi,Rahimi,131501,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_XosedGk.png,2,0.6,Soufiane Rahimi - Souane,-0.3,5,7.13,2,rahimi,6,-1.46,,,,,1.0,1.0,,,,,,,,,,,,,
Choinière,Choinière,131628,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_8oo8yir.png,0,0.0,Mathieu Choinière,0.0,4,3.0,2,choiniere,6,0.0,,,,,,,,,,,,,,,,,,,
Saliba,Saliba,131629,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_mS8dpJI.png,0,0.0,Nathan-Dylan Saliba,0.0,4,4.0,2,saliba,7,0.0,,,,,,,,,,,,,,,,,,,
Chytil,Chytil,131638,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_RBEyClw.png,1,0.0,Mojmír Chytil,0.0,5,4.04,2,chytil,6,0.0,,,,,,,,,,,,,,,,,,,
Doudera,Doudera,131642,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_aGPzGSd.png,0,0.0,David Douděra,0.0,2,4.0,2,doudera,7,0.0,,,,,,,,,,,,,,,,,,,
El Hadji Diouf,E. Diouf,131651,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_vVu0EmC.png,2,0.45,El Hadji Malick Diouf,-0.3,2,4.33,2,el-hadji-diouf,7,-0.93,,,,,1.0,2.0,,,,,,,,,,,,,
Portilla,Portilla,131832,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_9uGKmwZ.png,0,0.0,Juan Camilo Portilla Orozco,0.0,4,4.0,2,portilla,6,0.0,,,,,,,,,,,,,,,,,,,
Viktor Johansson,V. Johansson,131883,Suécia,2368,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_yPatNZR.png,0,0.0,Viktor Tobias Johansson,0.0,1,3.0,2,viktor-johansson,6,0.0,,,,,,,,,,,,,,,,,,,
Bombito,Bombito,132426,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_UtTFDNW.png,0,0.0,Moïse Bombito Lumpungu,0.0,3,4.0,2,bombito,6,0.0,,,,,,,,,,,,,,,,,,,
Bajraktarevic,Bajraktarevic,132480,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Xs0s5dw.png,1,3.2,Esmir Bajraktarević,0.0,4,6.76,2,bajraktarevic,7,0.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Berhalter,Berhalter,132652,Estados Unidos,2365,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_AzPA06U.png,2,1.0,Sebastian Matthew Berhalter,0.0,4,4.63,2,berhalter,7,-0.91,,,,,1.0,,,,1.0,,,,,,,,,,
Ahmed,Ahmed,132653,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_7PDdXZ3.png,1,3.0,Ali Ahmed,0.0,4,4.27,2,ahmed,7,0.0,,,,,2.0,,,,,,,,,,,,,,
Guillermo Martínez,G. Martínez,132762,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_sKE6mjy.png,0,0.0,Guillermo Martínez Ayala,0.0,5,6.0,2,guillermo-martinez,6,0.0,,,,,,,,,,,,,,,,,,,
Israel Reyes,I. Reyes,132767,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_LDGQ3Hj.png,1,5.0,Israel Reyes Romero,0.0,2,4.15,2,israel-reyes,7,0.0,,,,,,,,,,,,,,,,,,1.0,
Tala Rangel,T. Rangel,132768,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_fPNf3RN.png,1,7.6,José Raúl Rangel Aguilar,0.0,1,7.47,2,tala-rangel,7,0.0,,,,2.0,,,,,,,,,,,,,,1.0,
Arfsten,Arfsten,132878,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_KsrIVvT.png,0,0.0,Maximilian Michael Arfsten,0.0,2,5.0,2,arfsten,6,0.0,,,,,,,,,,,,,,,,,,,
Bazdar,Bazdar,132909,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_1Ze6VD3.png,1,0.2,Samed Baždar,0.0,5,2.49,2,bazdar,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,
Keller,Keller,132914,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_6LsPxXb.png,0,0.0,Marvin Keller,0.0,1,3.0,2,keller,6,0.0,,,,,,,,,,,,,,,,,,,
Sigur,Sigur,133026,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_e1Wc2Vf.png,0,0.0,Niko Kristian Sigur,0.0,2,3.0,2,sigur,6,0.0,,,,,,,,,,,,,,,,,,,
Fruk,Fruk,133029,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_rkSqR5E.png,0,0.0,Toni Fruk,0.0,5,6.0,2,fruk,6,0.0,,,,,,,,,,,,,,,,,,,
Petar Sucic,P. Sucic,133035,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_kzdg60F.png,1,7.2,Petar Sučić,0.0,4,7.34,2,petar-sucic,7,0.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
Matanovic,Matanovic,133036,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_qxtJ6aA.png,1,2.6,Igor Matanović,0.0,5,4.94,2,matanovic,6,0.0,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,
Marco Pasalic,M. Pasalic,133040,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_lQuA1wx.png,1,2.6,Marco Pašalić,0.0,5,4.13,2,marco-pasalic,6,0.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,
McKenzie,McKenzie,133063,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_gMB846p.png,0,0.0,Mark Alexander McKenzie,0.0,3,5.0,2,mckenzie,7,0.0,,,,,,,,,,,,,,,,,,,
Prass,Prass,133123,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_owaR994.png,1,0.0,Alexander Prass,0.0,2,3.24,2,prass,6,-0.76,,,,,,,,,,,,,,,,,,,
De Cuyper,D. Cuyper,133146,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_vFTdmgk.png,2,4.35,Maxim Peter De Cuyper,10.3,2,7.0,2,de-cuyper,7,1.9,,1.0,,,,2.0,4.0,,1.0,,,,,,,,,1.0,
Uzun,Uzun,133210,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_220x220_Hz45L12.png,1,2.5,Can Yılmaz Uzun - Yilmaz,2.5,4,6.54,2,uzun,6,-0.46,,,,,,,1.0,1.0,1.0,,,,,,,,,,
Aydin,Aydin,133211,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_vRFvu7F.png,0,0.0,Oğuz Aydın - Oguz,0.0,5,3.0,2,aydin,6,0.0,,,,,,,,,,,,,,,,,,,
Sergej Barbarez,S. Barbarez,133259,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_8j8YlRq.png,1,3.95,Sergej Barbarez,0.0,6,5.41,2,sergej-barbarez,7,0.0,,,,,,,,,,,,,,,,,,,
Mujakic,Mujakic,133260,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_KHRLJXz.png,0,0.0,Nihad Mujakić,0.0,3,2.0,2,mujakic,6,0.0,,,,,,,,,,,,,,,,,,,
Muharemovic,Muharemovic,133261,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_kvcwN6n.png,1,5.5,Tarik Muharemović,0.0,3,6.75,2,muharemovic,3,0.0,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,
Gigovic,Gigovic,133264,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_dU3eUMs.png,1,3.5,Armin Gigović,0.0,4,3.63,2,gigovic,6,0.0,,,,,2.0,,,,1.0,,,,,,,,,,
Tabakovic,Tabakovic,133266,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_GrCWTJv.png,0,0.0,Haris Tabaković,0.0,5,7.0,2,tabakovic,6,0.0,,,,,,,,,,,,,,,,,,,
Hranác,Hranác,133318,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_BHqDPDO.png,1,0.6,Robin Hranáč,0.0,3,4.24,2,hranac,7,0.0,,,,,1.0,3.0,,,,,,,,,,,,,
Sulc,Sulc,133319,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_GDQtQYJ.png,1,2.5,Pavel Šulc,0.0,4,8.13,2,sulc,7,0.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
Cerv,Cerv,133320,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_xwNMDnw.png,0,0.0,Lukáš Červ - Lukás,0.0,4,4.0,2,cerv,7,0.0,,,,,,,,,,,,,,,,,,,
Oluwaseyi,Oluwaseyi,133451,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_QnAMNy5.png,1,2.4,Tanitoluwa Oluwatimikhin Oluwaseyi - Tani Oluwatimilehin,0.0,5,5.68,2,oluwaseyi,6,0.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,
Acevedo,Acevedo,133523,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_fbq25O1.png,0,0.0,Carlos Acevedo López,0.0,1,3.0,2,acevedo,6,0.0,,,,,,,,,,,,,,,,,,,
Córdoba,Córdoba,133546,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_eR24Bpz.png,0,0.0,José Ángel Córdoba Chambers,0.0,3,4.0,2,cordoba,7,0.0,,,,,,,,,,,,,,,,,,,
Yanis,Yanis,133547,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_yrMv5FP.png,0,0.0,César Augusto Yanis Velasco,0.0,4,2.0,2,yanis,6,0.0,,,,,,,,,,,,,,,,,,,
Samudio,Samudio,133548,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_dXmY5kJ.png,0,0.0,César Jair Samudio Murillo,0.0,1,2.0,2,samudio,6,0.0,,,,,,,,,,,,,,,,,,,
Darren Bazeley,D. Bazeley,133986,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_qWxOIXC.png,2,4.08,Darren Shaun Bazeley,3.01,6,3.56,2,darren-bazeley,7,0.16,,,,,,,,,,,,,,,,,,,
Surman,Surman,133987,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO.png,2,4.55,Finn Surman,8.6,3,4.42,2,surman,7,1.82,,,,,1.0,3.0,,,1.0,,1.0,,,,,,,,
Randall,Randall,133988,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_JXMPmBr.png,2,0.0,Jesse Carmichael Randall,0.0,5,2.04,2,randall,6,-0.38,,,,,,,,,,,,,,,,,,,
Bindon,Bindon,133990,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_HRx7xUC.png,2,1.45,Tyler Grant Bindon,0.9,3,2.82,2,bindon,6,-0.29,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,
Fayzullaev,Fayzullaev,134316,Uzbequistão,3061,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_zk1MplO.png,1,5.9,Abbosbek Faizullaev,5.9,4,6.1,2,fayzullaev,7,1.1,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,
Nematov,Nematov,134318,Uzbequistão,3061,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Ne7TJ9Q.png,1,-4.1,Abduvokhid Nematov - Abduvohid / Abduvakhid,-4.1,1,0.58,2,nematov,7,-1.42,,,,3.0,,,,,,,,1.0,5.0,,,,,,
Saber,Saber,134353,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_2ELNEtd.png,0,0.0,Mahmoud Saber Abdelmohsen,0.0,4,5.0,2,saber,6,0.0,,,,,,,,,,,,,,,,,,,
Abdelmaguid,Abdelmaguid,134369,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_icwbHpR.png,1,0.0,Hossam Abdelmaguid Abdelsalam - Abdelmegeed,0.0,3,2.43,2,abdelmaguid,6,-0.57,,,,,,,,,,,,,,,,,,,
Saadoon,Saadoon,134492,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_OadCyZw.png,1,0.9,Mustafa Saadoon Abbood Al-Korji - Saadoun,0.0,2,1.93,2,saadoon,6,0.0,,,,,1.0,2.0,,,,,,,,,,,,,
Maknzi,Maknzi,134499,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/07/photo_FORMATO_5z5blQm.png,0,0.0,Ahmed Hassan Maknazi - Mackenzie,0.0,2,2.0,2,maknzi,6,0.0,,,,,,,,,,,,,,,,,,,
Bergvall,Bergvall,134547,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_cNkjTPh.png,2,3.1,Lucas Erik Holger Bergvall,-0.8,4,6.47,2,bergvall,6,-1.6,1.0,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
Irankunda,Irankunda,134625,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_0ErA6ca.png,2,4.65,Nestory Irankunda,-0.1,5,5.27,2,irankunda,7,-1.21,,,,,,3.0,1.0,,2.0,,1.0,,,,,,,,
Ouédraogo,Ouédraogo,134638,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_KYQZ6gY.png,0,0.0,Forzan Assan Ouédraogo,0.0,4,5.0,2,ouedraogo,6,0.0,,,,,,,,,,,,,,,,,,,
Bayliss,Bayliss,136084,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uvcL6gn.png,0,0.0,Lachlan Ryan Bayliss,0.0,4,2.0,2,bayliss,6,0.0,,,,,,,,,,,,,,,,,,,
Burgess,Burgess,137111,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_jgOh1Et.png,2,1.75,Cameron Robert Burgess,-1.5,3,3.02,2,burgess,7,-1.13,,,,,1.0,,,,,,,1.0,,,,,,1.0,
Hirst,Hirst,137120,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_220x220_VTItosa.png,0,0.0,George David Eric Hirst,0.0,5,6.0,2,hirst,6,0.0,,,,,,,,,,,,,,,,,,,
Livramento,Livramento,137282,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_7SpuhqV.png,1,1.2,Dailon Rocha Livramento do Rosário,0.0,5,2.84,2,livramento,6,0.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,
Mukau,Mukau,138236,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_jfFNfrp.png,1,0.0,Ngal'ayel Mukau - Ngalayel,0.0,4,2.42,2,mukau,7,0.0,,,,,,,,,,,,,,,,,,,
Fernández-Pardo,Fernández-Pardo,138239,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_LUO4JSN.png,2,0.4,Matías Fernández-Pardo Picogna,0.8,5,4.96,2,fernandez-pardo,6,-0.69,,,,,,,,1.0,,,,,,,,,,,
Mbaye,Mbaye,138531,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/17/photo_FORMATO_8QpAwnO.png,2,4.25,Ibrahim M'baye,0.5,5,5.73,2,mbaye,6,-1.08,,,,,,,,,1.0,,1.0,,,,,,,,
Malic,Malic,138567,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_dCmVZNc.png,0,0.0,Arjan Malić,0.0,2,3.0,2,malic,6,0.0,,,,,,,,,,,,,,,,,,,
Hadj Moussa,H. Moussa,138584,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_92fc1h4.png,2,0.65,Anis Hadj-Moussa,0.8,5,5.1,2,hadj-moussa,7,-0.73,,,,,,,,1.0,1.0,,,,,,,,,,
Seys,Seys,138658,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_S9f4Yt1.png,0,0.0,Joaquin Ronny Seys,0.0,2,4.0,2,seys,6,0.0,,,,,,,,,,,,,,,,,,,
Manaf Younis,M. Younis,138786,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_cF282an.png,0,0.0,Manaf Younus Hashim Al-Tekreeti - Munaf,0.0,3,2.0,2,manaf-younis,6,0.0,,,,,,,,,,,,,,,,,,,
Salah-Eddine,Salah-Eddine,138903,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_MirsmGD.png,1,0.0,Anass Salah Eddine,0.0,2,4.04,2,salah-eddine,6,0.0,,,,,,,,,,,,,,,,,,,
Brown,Brown,138949,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_qbGg6bh.png,2,10.55,Nathaniel Christopher Brown,5.7,2,9.79,2,brown,6,-0.38,1.0,,,,5.0,2.0,1.0,,,,1.0,,,,,,,,
Shukurov,Shukurov,139016,Uzbequistão,3061,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_hZ3XMxQ.png,1,5.3,Otabek Shukurov,5.3,4,4.27,2,shukurov,7,1.27,,,,,2.0,1.0,,2.0,2.0,,,,,,,,,,
Gül,Gül,139069,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_xngxBvW.png,2,0.7,Deniz Daniel Gül,1.4,5,3.76,2,gul,7,-0.28,,,,,,2.0,1.0,1.0,,,,,,,,,,,
Zlomislic,Zlomislic,139288,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_eibtuHt.png,0,0.0,Martin Zlomislić,0.0,1,3.0,2,zlomislic,6,0.0,,,,,,,,,,,,,,,,,,,
Ricardo Velho,R. Velho,139292,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_xgTOgEj.png,0,0.0,Mário Ricardo da Silva Velho,0.0,1,4.0,2,ricardo-velho,6,0.0,,,,,,,,,,,,,,,,,,,
Thakri,Thakri,139646,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_hIFYKq7.png,0,0.0,Jehad Abdullatif Ahmed Thikri - Jihad Zikri,0.0,3,3.0,2,thakri,6,0.0,,,,,,,,,,,,,,,,,,,
Abu Al-Shamat,A. Al-Shamat,139653,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_7XJ0ymT.png,2,2.2,Mohammed Waheeb Saeed Aboulshamat / Alshamat,3.5,2,3.88,2,abu-al-shamat,7,0.34,,,,,3.0,2.0,,,1.0,,,,,,,,,,
Sbaï,Sbaï,139677,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/11/photo_220x220_kOcVKYa.png,0,0.0,Mohamed Amine Sbaï,0.0,5,3.0,2,sbai,6,0.0,,,,,,,,,,,,,,,,,,,
Langaas,Langaas,140176,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_3lLPaOd.png,0,0.0,Sondre Klingen Langås - Langas,0.0,3,3.0,2,langaas,6,0.0,,,,,,,,,,,,,,,,,,,
Heggem,Heggem,140177,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_NRCStCq.png,2,0.6,Torbjørn Lysaker Heggem - Torbjörn,0.0,3,3.73,2,heggem,6,-0.72,,,,,1.0,1.0,,,,,,,,,,,,,
Sunjic,Sunjic,140193,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_nj8z80L.png,1,0.9,Ivan Šunjić,0.0,4,3.54,2,sunjic,7,0.0,,,,,1.0,2.0,,,,,,,,,,,,,
Muheim,Muheim,140208,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_drrHb6x.png,1,-3.0,Miro Max Maria Muheim,0.0,2,2.19,2,muheim,5,0.0,,,,,,,,,,,,1.0,,,,,,,
Al-Ganehi,Al-Ganehi,140386,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_7gzvZWA.png,0,0.0,Ahmed Mohamed Hussein Kassim Al Janhi - Janahi,0.0,5,4.0,2,al-ganehi,6,0.0,,,,,,,,,,,,,,,,,,,
Al-Oui,Al-Oui,140443,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_5j8NJSS.png,1,1.2,Ayoub Mohamed Al-Ouwi - Ayub Al Alawi / Aloui,0.0,2,2.84,2,al-oui,7,0.0,,,,,1.0,1.0,,,,,,,,,,,,,
Miroslav Koubek,M. Koubek,140562,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_Sh6G5Z2.png,1,3.29,Miroslav Koubek,0.0,6,4.37,2,miroslav-koubek,7,0.0,,,,,,,,,,,,,,,,,,,
Wiegele,Wiegele,140565,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uOrTqlD.png,0,0.0,Florian Wiegele,0.0,1,3.0,2,wiegele,6,0.0,,,,,,,,,,,,,,,,,,,
Sojka,Sojka,140568,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_IWQbqxA.png,1,5.0,Alexandr Sojka,0.0,4,4.15,2,sojka,6,0.0,,,,,3.0,,,,1.0,,,,,,,,,,
Adu,Adu,140573,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_cae7nC0.png,1,-0.3,Prince Kwabena Adu,-0.3,5,3.13,2,adu,6,-0.87,,,,,,1.0,,,,,,,,,,,,,
Muñoz,Muñoz,140727,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_PjEQiIx.png,0,0.0,Víctor Muñoz Villanueva,0.0,5,6.0,2,munoz,5,0.0,,,,,,,,,,,,,,,,,,,
